video_id,title,description,published_at,views,likes,comments,url,timestamp,like_rate,comment_rate,engagement_rate,category
go6rx8LARa4,Nike Running Presents: Camp Vomero [Extended Cut] | Nike,"You want to run? Run big. 

Camp Vomero brought nine runners to the Big Island of Hawaii to push the limits of the Nike Vomero 18. These athletes faced the elements at seven thousand feet above sea level and left it all on the road. 

ft. 
Tunde Oyeneyin, Nike Fitness Athlete 
Sami Miró, Running Fanatic 
Yin Xiaoyu, 100x Half-Marathon Champion 
Keely Hodgkinson, 900M Gold Medalist 
Grant Fisher, 2X World Record Holder 
Storyboard Dee, Running Fanatic 
Evan Noonan, Nike Elite Program Athlete 
Shawn Milione, Running Fanatic

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-04-17T16:00:10Z,32613,897,56,https://www.youtube.com/watch?v=go6rx8LARa4,,0.027504369423236134,0.0017171066752522,0.029221476098488332,"{'sequence': 'Nike Running Presents: Camp Vomero [Extended Cut] | Nike You want to run? Run big. \n\nCamp Vomero brought nine runners to the Big Island of Hawaii to push the limits of the Nike Vomero 18. These athletes faced the elements at seven thousand feet above sea level and left it all on the road. \n\nft. \nTunde Oyeneyin, Nike Fitness Athlete \nSami Miró, Running Fanatic \nYin Xiaoyu, 100x Half-Marathon Champion \nKeely Hodgkinson, 900M Gold Medalist \nGrant Fisher, 2X World Record Holder \nStoryboard Dee, Running Fanatic \nEvan Noonan, Nike Elite Program Athlete \nShawn Milione, Running Fanatic\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.4258165657520294, 0.26328039169311523, 0.2038305550813675, 0.10707250237464905]}"
ttCmbb-jb_U,Behind the Hyperboot: A Nike x Hyperice Innovation | Nike,"Warm up fast, recover strong, and do more sport—with 
Hyperboot. Go behind the technology, design, and 
science of this first-of-its-kind footwear innovation from 
Nike x Hyperice. Combining adjustable heat with 
Normatec dynamic air compression massage, Hyperboot 
enables high-performance warm-up and recovery that 
athletes can customize while on the go.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-04-17T14:12:26Z,378236,6280,322,https://www.youtube.com/watch?v=ttCmbb-jb_U,,0.016603390475787603,0.0008513203396821032,0.017454710815469707,"{'sequence': 'Behind the Hyperboot: A Nike x Hyperice Innovation | Nike Warm up fast, recover strong, and do more sport—with \nHyperboot. Go behind the technology, design, and \nscience of this first-of-its-kind footwear innovation from \nNike x Hyperice. Combining adjustable heat with \nNormatec dynamic air compression massage, Hyperboot \nenables high-performance warm-up and recovery that \nathletes can customize while on the go.\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.3625192940235138, 0.3453374207019806, 0.18589453399181366, 0.10624876618385315]}"
u9Nt6a72HwE,The A’ONE Experience. Engineered to the exact specifications of A’ja Wilson. Rings not included.,,2025-04-04T20:54:24Z,11345,351,10,https://www.youtube.com/watch?v=u9Nt6a72HwE,,0.030938739532833846,0.0008814455707360071,0.031820185103569855,"{'sequence': 'The A’ONE Experience. Engineered to the exact specifications of A’ja Wilson. Rings not included. ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6481645107269287, 0.24687202274799347, 0.07500573992729187, 0.02995772659778595]}"
neO9ABCWm9k,Compete. Win. Repeat. The Mal Swanson formula. #Nike,,2025-03-23T16:00:15Z,5114,171,7,https://www.youtube.com/watch?v=neO9ABCWm9k,,0.033437622213531484,0.001368791552600704,0.03480641376613219,"{'sequence': 'Compete. Win. Repeat. The Mal Swanson formula. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.38237684965133667, 0.31804054975509644, 0.18869136273860931, 0.11089122295379639]}"
6f6NOsAs_BU,"The harder the hustle, the longer the receipt. Mal Swanson did that. #Nike",,2025-03-22T22:48:12Z,8958,225,3,https://www.youtube.com/watch?v=6f6NOsAs_BU,,0.025117213663764234,0.0003348961821835231,0.025452109845947757,"{'sequence': 'The harder the hustle, the longer the receipt. Mal Swanson did that. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.5591988563537598, 0.25780564546585083, 0.09378033131361008, 0.08921517431735992]}"
M8GrA3___KI,Losing isn’t Juju Watkins' aesthetic.,,2025-03-22T18:00:40Z,8559,433,18,https://www.youtube.com/watch?v=M8GrA3___KI,,0.05059002219885501,0.002103049421661409,0.05269307162051642,"{'sequence': ""Losing isn’t Juju Watkins' aesthetic. "", 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.46221834421157837, 0.3979891836643219, 0.07758717238903046, 0.06220528110861778]}"
OoVA_KGuaGw,Talk is cheap but the work is expensive. #Nike,,2025-03-22T16:00:48Z,9447,414,5,https://www.youtube.com/watch?v=OoVA_KGuaGw,,0.0438234360114322,0.0005292685508627077,0.04435270456229491,"{'sequence': 'Talk is cheap but the work is expensive. #Nike ', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.44805431365966797, 0.21928013861179352, 0.17612463235855103, 0.1565409004688263]}"
ors8hnDKYog,"Sweet smile, savage game. That's Sophia Wilson. #Nike",,2025-03-21T16:00:09Z,3693,154,0,https://www.youtube.com/watch?v=ors8hnDKYog,,0.04170051448686705,0.0,0.04170051448686705,"{'sequence': ""Sweet smile, savage game. That's Sophia Wilson. #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6121090650558472, 0.2074180692434311, 0.12454602867364883, 0.05592683330178261]}"
_on_Qbbqz3Q,And Sophia Wilson's receipt is only getting longer. #Nike,,2025-03-20T19:00:50Z,4341,159,4,https://www.youtube.com/watch?v=_on_Qbbqz3Q,,0.036627505183137524,0.0009214466712739,0.03754895185441143,"{'sequence': ""And Sophia Wilson's receipt is only getting longer. #Nike "", 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.403913676738739, 0.3962952494621277, 0.1293371021747589, 0.07045404613018036]}"
LoQ3dbf1GpI,"When you're Sophia Wilson, you can never have too many goals. #Nike",,2025-03-20T16:01:19Z,6543,210,2,https://www.youtube.com/watch?v=LoQ3dbf1GpI,,0.03209536909674461,0.0003056701818737582,0.03240103927861837,"{'sequence': ""When you're Sophia Wilson, you can never have too many goals. #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6333346366882324, 0.18759824335575104, 0.09746931493282318, 0.08159786462783813]}"
OcT2mpQ1VwU,"Alexia Putellas did what she needed to do to make the team, then made it her own. #Nike",,2025-03-19T16:03:53Z,8997,427,6,https://www.youtube.com/watch?v=OcT2mpQ1VwU,,0.04746026453262198,0.0006668889629876625,0.04812715349560965,"{'sequence': 'Alexia Putellas did what she needed to do to make the team, then made it her own. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6393274068832397, 0.19039173424243927, 0.10465710610151291, 0.06562375277280807]}"
T9d8Gt1lqJA,"Alexia Putellas is winning so much, it’s hard to keep track. #Nike",,2025-03-18T19:04:19Z,13606,445,3,https://www.youtube.com/watch?v=T9d8Gt1lqJA,,0.032706159047479054,0.0002204909598706453,0.0329266500073497,"{'sequence': 'Alexia Putellas is winning so much, it’s hard to keep track. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5875433683395386, 0.25201061367988586, 0.08737794309854507, 0.07306814938783646]}"
quGBqozJd6s,Queens don’t ask for permission. Nobody rules the pitch like Alexia Putellas. #Nike,,2025-03-18T16:04:28Z,17117,571,9,https://www.youtube.com/watch?v=quGBqozJd6s,,0.033358649296021496,0.0005257930712157504,0.03388444236723725,"{'sequence': 'Queens don’t ask for permission. Nobody rules the pitch like Alexia Putellas. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.45559194684028625, 0.316340833902359, 0.12479648739099503, 0.10327063500881195]}"
tGVOFkPQxi0,Catch her everywhere…if you can. Paige Bueckers is here to make a statement. #Nike,,2025-03-16T16:04:44Z,20437,905,22,https://www.youtube.com/watch?v=tGVOFkPQxi0,,0.04428242892792484,0.0010764789352644714,0.045358907863189316,"{'sequence': 'Catch her everywhere…if you can. Paige Bueckers is here to make a statement. #Nike ', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.7138397097587585, 0.14310398697853088, 0.09272302687168121, 0.050333160907030106]}"
-78WBnpqJUw,Too official to ever need validating but we printed Doechii’s receipt to remind you anyway. #nike,,2025-03-10T20:31:34Z,12370,743,12,https://www.youtube.com/watch?v=-78WBnpqJUw,,0.06006467259498787,0.0009700889248181083,0.06103476151980598,"{'sequence': 'Too official to ever need validating but we printed Doechii’s receipt to remind you anyway. #nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6154202818870544, 0.22792717814445496, 0.09596391022205353, 0.06068858131766319]}"
SH_B5mXMwPs,"BTS at Camp Vomero, featuring the new max-cushioned Vomero 18. #shorts",,2025-03-06T17:25:21Z,9511,344,7,https://www.youtube.com/watch?v=SH_B5mXMwPs,,0.03616864682998633,0.0007359899064241404,0.03690463673641047,"{'sequence': 'BTS at Camp Vomero, featuring the new max-cushioned Vomero 18. #shorts ', 'labels': ['Product Spotlight', 'Lifestyle and Culture', 'Athlete Feature', 'Training and Fitness Tips'], 'scores': [0.4967977702617645, 0.28626903891563416, 0.10946233570575714, 0.10747080296278]}"
tty9HrxNKm0,Sha’Carri Richardson knows her place. It’s first. #Nike,,2025-03-02T17:00:58Z,13698,547,8,https://www.youtube.com/watch?v=tty9HrxNKm0,,0.039932836910497885,0.0005840268652358008,0.040516863775733686,"{'sequence': 'Sha’Carri Richardson knows her place. It’s first. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5234490036964417, 0.23100607097148895, 0.13420891761779785, 0.11133600771427155]}"
YBBczyhCc5g,Jordan Chiles got that first win and isn't stepping off the podium any time soon. #Nike,,2025-03-01T20:04:19Z,3512,192,1,https://www.youtube.com/watch?v=YBBczyhCc5g,,0.05466970387243736,0.0002847380410022779,0.054954441913439636,"{'sequence': ""Jordan Chiles got that first win and isn't stepping off the podium any time soon. #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5957632660865784, 0.308773010969162, 0.05281039699912071, 0.04265337809920311]}"
FBdzfKG4_N8,Never Routine. #Nike,,2025-03-01T06:05:02Z,5196,293,5,https://www.youtube.com/watch?v=FBdzfKG4_N8,,0.05638953040800616,0.000962278675904542,0.0573518090839107,"{'sequence': 'Never Routine. #Nike ', 'labels': ['Product Spotlight', 'Lifestyle and Culture', 'Athlete Feature', 'Training and Fitness Tips'], 'scores': [0.3385550379753113, 0.2805914878845215, 0.22270332276821136, 0.15815016627311707]}"
qQ7SPeNyoH4,You’re already late to the future. #Nike,,2025-02-28T17:58:15Z,5385,301,12,https://www.youtube.com/watch?v=qQ7SPeNyoH4,,0.05589600742804086,0.0022284122562674096,0.058124419684308266,"{'sequence': 'You’re already late to the future. #Nike ', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.417606383562088, 0.25166311860084534, 0.17572927474975586, 0.1550011783838272]}"
jZHIfkQ9En8,We know Caitlin Clark's game but some facts may surprise you... #Nike,,2025-02-23T19:02:13Z,7945,529,16,https://www.youtube.com/watch?v=jZHIfkQ9En8,,0.06658275645059786,0.002013845185651353,0.06859660163624921,"{'sequence': ""We know Caitlin Clark's game but some facts may surprise you... #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6667439341545105, 0.22335506975650787, 0.06270939856767654, 0.04719152674078941]}"
xJE672K5DL4,It's not where you're from. It's where you shoot from. #Nike,,2025-02-22T17:01:06Z,5424,296,9,https://www.youtube.com/watch?v=xJE672K5DL4,,0.05457227138643068,0.00165929203539823,0.05623156342182891,"{'sequence': ""It's not where you're from. It's where you shoot from. #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.3562732934951782, 0.28098824620246887, 0.2725181579589844, 0.09022026509046555]}"
kV7RTymCeIE,"Every step, every rep. The proof is in the results for Sabrina Ionescu. #Nike",,2025-02-17T23:20:33Z,3284,198,4,https://www.youtube.com/watch?v=kV7RTymCeIE,,0.06029232643118149,0.001218026796589525,0.061510353227771014,"{'sequence': 'Every step, every rep. The proof is in the results for Sabrina Ionescu. #Nike ', 'labels': ['Athlete Feature', 'Training and Fitness Tips', 'Product Spotlight', 'Lifestyle and Culture'], 'scores': [0.689341127872467, 0.16884800791740417, 0.112846739590168, 0.028964171186089516]}"
Hvm4bHrkcZY,Run up the total. Sabrina Ionescu can cover #Nike,,2025-02-17T20:00:49Z,3296,163,0,https://www.youtube.com/watch?v=Hvm4bHrkcZY,,0.04945388349514563,0.0,0.04945388349514563,"{'sequence': 'Run up the total. Sabrina Ionescu can cover #Nike ', 'labels': ['Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.4685416519641876, 0.36441323161125183, 0.1134687140583992, 0.053576353937387466]}"
Z8-PsVHRAjY,You Heard Right. Sabrina Ionescu doesn’t play games. She ends them. #Nike,,2025-02-17T17:01:59Z,4694,242,5,https://www.youtube.com/watch?v=Z8-PsVHRAjY,,0.05155517682147422,0.0010651896037494673,0.05262036642522369,"{'sequence': 'You Heard Right. Sabrina Ionescu doesn’t play games. She ends them. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5672256350517273, 0.2063315212726593, 0.1268022209405899, 0.09964067488908768]}"
DvH_dIdm5p8,A’ja Wilson did that. And earned the right to talk about it. #Nike,,2025-02-16T21:48:25Z,3596,189,0,https://www.youtube.com/watch?v=DvH_dIdm5p8,,0.05255839822024472,0.0,0.05255839822024472,"{'sequence': 'A’ja Wilson did that. And earned the right to talk about it. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.657932698726654, 0.19490905106067657, 0.08627673983573914, 0.06088158115744591]}"
MRrQPpSbKdE,A’ja Wilson earned every line of this receipt. #Nike,,2025-02-15T19:00:42Z,6569,364,4,https://www.youtube.com/watch?v=MRrQPpSbKdE,,0.055411782615314355,0.0006089206880803775,0.05602070330339473,"{'sequence': 'A’ja Wilson earned every line of this receipt. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.6396193504333496, 0.2299964725971222, 0.07924160361289978, 0.0511426217854023]}"
dWD27K8hclo,Results speak louder than critics. A’ja Wilson doesn’t have to brag. The stats do it for her. #Nike,,2025-02-15T17:02:51Z,5570,351,13,https://www.youtube.com/watch?v=dWD27K8hclo,,0.06301615798922801,0.002333931777378815,0.06535008976660682,"{'sequence': 'Results speak louder than critics. A’ja Wilson doesn’t have to brag. The stats do it for her. #Nike ', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.6469162106513977, 0.2127121090888977, 0.08756157010793686, 0.0528101772069931]}"
difApTTQYqE,Jordan Chiles is built different. Receipt included.,,2025-02-13T17:01:03Z,11291,553,15,https://www.youtube.com/watch?v=difApTTQYqE,,0.048977061376317424,0.0013284917190682845,0.0503055530953857,"{'sequence': 'Jordan Chiles is built different. Receipt included. ', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.45327210426330566, 0.2819035053253174, 0.18988659977912903, 0.07493778318166733]}"
sG1dJJh5sHg,"For Sha'Carri Richardson, the hustle never stops. Neither does the receipt. #Nike",,2025-02-12T17:00:56Z,6203,341,1,https://www.youtube.com/watch?v=sG1dJJh5sHg,,0.05497339996775754,0.00016121231662098983,0.05513461228437853,"{'sequence': ""For Sha'Carri Richardson, the hustle never stops. Neither does the receipt. #Nike "", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5901058316230774, 0.21863606572151184, 0.11241664737462997, 0.0788414478302002]}"
b0Ezn5pZE7o,So Win. | Nike,"There’s one guarantee in sport. You’ll be told you can’t do it. So do it anyway.

You can’t win. So Win.

🎤 @IamdoechiiTV",2025-02-10T00:58:09Z,3489730,23605,1513,https://www.youtube.com/watch?v=b0Ezn5pZE7o,,0.006764133614921499,0.00043355789702928304,0.007197691511950781,"{'sequence': 'So Win. | Nike There’s one guarantee in sport. You’ll be told you can’t do it. So do it anyway.\n\nYou can’t win. So Win.\n\n🎤 @IamdoechiiTV', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.42258161306381226, 0.38730189204216003, 0.13785943388938904, 0.05225706845521927]}"
HsG0-asFvWA,Make Them Watch Your Dreams Come True | Nike,"If they slept on the dream, make them watch it come true.
Ten of NOLA’s top girls Flag Football teams pulled to the Nike Football Arena and took the energy to another level with surprise guests Coach Prime and Tyla.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-02-09T00:13:19Z,8986,440,3,https://www.youtube.com/watch?v=HsG0-asFvWA,,0.04896505675495215,0.00033385265969285556,0.049298909414645,"{'sequence': 'Make Them Watch Your Dreams Come True | Nike If they slept on the dream, make them watch it come true.\nTen of NOLA’s top girls Flag Football teams pulled to the Nike Football Arena and took the energy to another level with surprise guests Coach Prime and Tyla.\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.4533286988735199, 0.26706090569496155, 0.19770756363868713, 0.08190284669399261]}"
E7D0nOrd_kc,The Nike A'one with A'ja Wilson and Issa Rae | Nike,"Two real ones. One real conversation 

For A’ja Wilson and Issa Rae, being real has always been their foundation for success. And now they’re dropping gems as they chat about the A’One signature collection together. You might want to pull up a seat.  


Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-02-05T16:05:43Z,110558,3346,158,https://www.youtube.com/watch?v=E7D0nOrd_kc,,0.030264657464860074,0.0014291141301398362,0.03169377159499991,"{'sequence': ""The Nike A'one with A'ja Wilson and Issa Rae | Nike Two real ones. One real conversation \n\nFor A’ja Wilson and Issa Rae, being real has always been their foundation for success. And now they’re dropping gems as they chat about the A’One signature collection together. You might want to pull up a seat.  \n\n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike"", 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5491898059844971, 0.24481454491615295, 0.1353946328163147, 0.07060101628303528]}"
lit-XgtTEoQ,The Nike 24.7 Collection | Nike,"For athletes, performance is a lifestyle. 
 
Introducing the all-new Nike 24.7 Collection, inspired by the athlete orbit—wake, train, repeat.

The dawn of a new era of sport style is coming, with polished fits and luxurious feels, tailored for all-day comfort. 
 
Stay tuned to add to your rotation.

ft. 
Dina Asher-Smith, 24.7 Sprinter 
Ishod Wair, 24.7 Skateboarder 
Qinwen Zheng, 24.7 Tennis 
Aurelién Tchouaméni, 24.7 Footballer 
Vashti Cunningham, 24.7 High Jumper 

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2025-01-25T21:01:01Z,25471,530,24,https://www.youtube.com/watch?v=lit-XgtTEoQ,,0.02080797770012956,0.0009422480467983197,0.02175022574692788,"{'sequence': 'The Nike 24.7 Collection | Nike For athletes, performance is a lifestyle. \n \nIntroducing the all-new Nike 24.7 Collection, inspired by the athlete orbit—wake, train, repeat.\n\nThe dawn of a new era of sport style is coming, with polished fits and luxurious feels, tailored for all-day comfort. \n \nStay tuned to add to your rotation.\n\nft. \nDina Asher-Smith, 24.7 Sprinter \nIshod Wair, 24.7 Skateboarder \nQinwen Zheng, 24.7 Tennis \nAurelién Tchouaméni, 24.7 Footballer \nVashti Cunningham, 24.7 High Jumper \n\nSubscribe to our channel! http://youtube.com/nike\n\nNike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)\n\nOur mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.\n\nShop Nike https://go.nike.com/Shop-Nike  \nDownload Nike App https://go.nike.com/Nike-App\nDownload SNKRS App https://go.nike.com/SNKRS-App\nDownload Nike Training Club App https://go.nike.com/NTC-App\nDownload Nike Run Club App https://go.nike.com/NRC-App\nFollow Nike on Instagram http://instagram.com/nike\nFollow Nike on Twitter http://twitter.com/nike\nFollow Nike on Facebook http://facebook.com/nike', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.3716089427471161, 0.35223671793937683, 0.18914827704429626, 0.08700606226921082]}"
uhGs6qt0zzA,Kids are the OG Runners. Slowing Down? Never. 💨,,2025-01-23T17:00:05Z,10118,247,6,https://www.youtube.com/watch?v=uhGs6qt0zzA,,0.024411939118402847,0.0005930025696778019,0.025004941688080647,"{'sequence': 'Kids are the OG Runners. Slowing Down? Never. 💨 ', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips', 'Product Spotlight'], 'scores': [0.5736504793167114, 0.19724632799625397, 0.1236756220459938, 0.1054275780916214]}"
